Name,latitude,longitude,website_url,Address,map_url,phone,County ,place_id,zipcode
The Jane Atlanta,33.8133327,-84.3950883,http://www.thejaneatlanta.com/,"214 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=17325145995230280959,(888) 218-0798,Fulton,ChIJO9W-D6gF9YgR_3x7d31Ib_A,30371
The Monroe,33.813823,-84.395875,http://www.themonroeatlanta.com/,"222 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15341591521696264969,(404) 228-2947,Fulton,ChIJ--OyBKgF9YgRCbPZqzRI6NQ,30371
City Plaza Apartments,33.7488202,-84.3918064,http://www.cityplazajmg.com/,"133 Trinity Ave SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=2772610268780125320,(678) 608-4352,Fulton,ChIJjaxHa4MD9YgRiFw9e1lKeiY,30374
Ashley Auburn Pointe,33.7510383,-84.3779123,http://www.ashleyauburnpointe.com/,"357 Auburn Pointe Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5035262223474588568,(844) 300-8115,Fulton,ChIJdeOFBnbC9YgRmHsldVDY4EU,30374
Capitol Gateway,33.7453517,-84.384106,http://www.liveatcapitolgateway.com/,"89 Woodward Ave SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5770358916812826762,(855) 750-6984,Fulton,ChIJF9DnQ5AD9YgRiugit9xuFFA,30374
Muse's Lofts,33.7552377,-84.3892813,http://www.livethemuses.com/,"50 Peachtree St NW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=9473327575808978774,(404) 523-7344,Fulton,ChIJGysJ5IYD9YgRVq8BBT0FeIM,30374
CityWalk Apartments,33.7553204,-84.3812804,http://www.citywalkatl.com/,"171 Auburn Ave NE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=17866135936503961321,(404) 521-3008,Fulton,ChIJh2xtLYYD9YgR6dYotPlD8fc,30374
Pencil Factory Flats & Shops,33.749726,-84.37801,http://www.pencilatl.com/,"349 Decatur St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=7320686357220367322,(844) 723-4404,Fulton,ChIJBfK5TIwD9YgR2hsrinRNmGU,30374
Intown Apartments & Lofts,33.7500474,-84.4032651,http://www.intownloftsapartments.net/,"170 Northside Dr SW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=17813837182254618242,(404) 522-7598,Fulton,ChIJA4eHtHsD9YgRgpbuFol2N_c,30374
AMLI Management Company,33.7605251,-84.3875815,http://www.amli.com/,"260 Peachtree St NW #1700, Atlanta, GA 30303, USA",https://maps.google.com/?cid=11885678990459077143,(770) 281-3300,Fulton,ChIJmy2YWWkV9YgRFwKjnBFq8qQ,30374
Mattress Factory Lofts,33.7481796,-84.3778592,http://bradenfellman.com/apartments/mattressfactory/directions/,"300 M.L.K. Jr Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5437026410227976785,(404) 659-7988,Fulton,ChIJw-S7o40D9YgRUUoOqLYydEs,30374
The Leonard,33.7466117,-84.377524,http://www.theleonardatl.com/,"301 Memorial Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=12899958328969031369,(404) 335-0058,Fulton,ChIJszQjg5ID9YgRyW6K18DbBbM,30374
Mechanicsville Crossing,33.7410585,-84.4030372,http://www.mechanicsvilleliving.com/mechanicsville-crossing/,"555 McDaniel St SW, Atlanta, GA 30312, USA",https://maps.google.com/?cid=607718717924981950,(404) 577-2833,Fulton,ChIJs5lzwHMD9YgRvjxGQfQMbwg,30374
The Office Apartments,33.7615621,-84.3824349,http://www.theofficeapts.com/,"250 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=12065875066972825263,(404) 331-0830,Fulton,ChIJ_cF78HYE9YgRr2YoF3KZcqc,30374
Columbia Tower,33.7441328,-84.3835755,http://www.columbiares.com/,"380 Martin St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=15102496714645835888,(404) 230-7556,Fulton,ChIJC8Sr-ZAD9YgRcBD42b7YltE,30374
The Residences at CityCenter Apartments,33.7560118,-84.4049388,http://www.residencescitycenter.com/,"55 Maple St NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=18284674205173640177,(855) 696-4500,Fulton,ChIJwwpL5nwD9YgR8WsfMVA2wP0,30374
Artist Square,33.7468065,-84.4048732,http://www.artistsquareapartments.com/,"23 Larkin Pl SW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=18438952959315292404,(404) 584-6556,Fulton,ChIJH8AvfnAD9YgR9DAg0gVS5P8,30374
Mechanicsville Station,33.7405823,-84.4047843,http://www.mechanicsvilleliving.com/mechanicsville-station/,"520 Fulton St SW, Atlanta, GA 30312, USA",https://maps.google.com/?cid=14116791562787060809,(404) 584-6600,Fulton,ChIJeZUORXID9YgRSXwn5CHr6MM,30374
Camden Vantage Apartments,33.7583827,-84.374713,https://www.camdenliving.com/atlanta-ga-apartments/camden-vantage,"180 Jackson St NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=4722543043608145761,(404) 221-0360,Fulton,ChIJE-SougoE9YgRYW_BhuDXiUE,30374
GE Tower Loft Apartments,33.7378293,-84.4038414,http://www.getower.com/,"490 Glenn St SW, Atlanta, GA 30312, USA",https://maps.google.com/?cid=3996868624093265990,(404) 653-0988,Fulton,ChIJGZzOPHMD9YgRRsD7WNa6dzc,30374
Century Skyline Apartments,33.764897,-84.382617,http://www.centuryskylineapts.com/,"396 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=12788643559395134012,(855) 434-8045,Fulton,ChIJW753I3EE9YgRPIrVZI9jerE,30374
The Prato at Midtown Apartments,33.7655996,-84.378064,http://www.thepratoatmidtown-apts.com/,"400 Central Park Pl NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=11117810489479423417,(404) 800-1485,Fulton,ChIJ8QQ4pnME9YgRuWWISbxlSpo,30374
Wesley Townsend Apartments,33.8136609,-84.3943458,http://www.wesleytownsend.com/,"200 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11238894613604940430,(678) 359-4463,Fulton,ChIJKzR9b6gF9YgRjjr51xqT-Js,30375
The Jane Atlanta,33.8133327,-84.3950883,http://www.thejaneatlanta.com/,"214 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=17325145995230280959,(888) 218-0798,Fulton,ChIJO9W-D6gF9YgR_3x7d31Ib_A,30375
Colonial Homes Apartments,33.815173,-84.39656,http://colonialhomesatlanta.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=540179703910819448,(404) 355-0580,Fulton,ChIJ4eCNIKgF9YgReOZ6JpQafwc,30375
CoHo,33.8152131,-84.3972627,http://www.cohoatl.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11728503318743094972,(855) 269-9069,Fulton,ChIJWfvt5QcF9YgRvBaszKADxKI,30375
The Monroe,33.813823,-84.395875,http://www.themonroeatlanta.com/,"222 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15341591521696264969,(404) 228-2947,Fulton,ChIJ--OyBKgF9YgRCbPZqzRI6NQ,30375
Tenside Apartments,33.781698,-84.408345,http://www.tensideapts.com/,"1000 Northside Dr NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=2621486761732576716,(866) 318-4196,Fulton,ChIJt16xNO0E9YgRzJV1EFJkYSQ,30377
Westmar Student Lofts,33.7781372,-84.4123436,http://westmarlofts.com/,"800 West Marietta St NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=16109346296405320369,(404) 602-0717,Fulton,ChIJ9e54GZUE9YgRsWL-CBvlj98,30377
Walton Westside,33.786602,-84.4139,http://www.waltonwestside.com/,"790 Huff Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=5248244102727017371,(404) 596-6142,Fulton,ChIJRQKixesE9YgRmyOVfTSC1Ug,30377
Gables 820 West,33.78119,-84.416149,http://www.gables.com/820West,"820 West Marietta St NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=12278022817995387138,(404) 898-8720,Fulton,ChIJaRv9FZUE9YgRAnHBgrNMZKo,30377
1016 Lofts,33.7823274,-84.4118415,http://www.1016lofts.com/,"1016 Howell Mill Rd, Atlanta, GA 30318, USA",https://maps.google.com/?cid=16312578661422558121,(404) 815-8877,Fulton,ChIJzZZ5puwE9YgRqWu1ZN3rYeI,30377
M Street,33.7769506,-84.40847,http://www.mstreetatlanta.com/,"950 Marietta St, Atlanta, GA 30318, USA",https://maps.google.com/?cid=15589340614750699519,(844) 233-1701,Fulton,ChIJu-ozPJIE9YgR___IeLF2WNg,30377
935M Apartments,33.7776745,-84.4086473,http://www.935m.com/,"935 Marietta St, Atlanta, GA 30318, USA",https://maps.google.com/?cid=5953418853535863531,(404) 876-9356,Fulton,ChIJc1yhSJIE9YgR61IenOfKnlI,30377
Elan Westside Luxury Apartments,33.786112,-84.4110072,http://www.elanwestside.com/,"691 14th St NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=2026975585695695069,(404) 481-5353,Fulton,ChIJCyM6FOwE9YgR3QDISY5DIRw,30377
"JAMCO Properties, Inc.",33.7787449,-84.4090178,http://www.jamcoproperties.com/,"878 3rd St NW #2000, Atlanta, GA 30318, USA",https://maps.google.com/?cid=2923558241586696624,(404) 876-9990,Fulton,ChIJQ-icamgE9YgRsNHwJbuQkig,30377
The Brady Apartments,33.7801764,-84.4114873,http://www.thebrady.com/,"930 Howell Mill Rd, Atlanta, GA 30318, USA",https://maps.google.com/?cid=5889787385973895476,(404) 724-2211,Fulton,ChIJWy2UP5ME9YgRNPGMD2y6vFE,30377
The Exchange At West Midtown,33.78754,-84.405043,http://www.theexchangeatl.com/,"470 16th Street NW, Atlanta, GA 30363, USA",https://maps.google.com/?cid=1624928804423853183,(404) 810-9504,Fulton,ChIJ-3Q2w_YE9YgRf-T7bCPojBY,30377
Gables,33.7802531,-84.4158983,http://gables.com/,"English Avenue, Atlanta, GA 30318, USA",https://maps.google.com/?cid=5209098682038622839,,Fulton,ChIJd9xbE5UE9YgRdxre_qZvSkg,30377
Waypoint Homes Atlanta West,33.785861,-84.4122161,http://www.waypointhomes.com/,"1170 Howell Mill Rd #400, Atlanta, GA 30318, USA",https://maps.google.com/?cid=14407701866302518173,(844) 641-4663,Fulton,ChIJdUSsCuwE9YgRnbOxGoNw8sc,30377
Avana Westside Apartments,33.788675,-84.421786,http://www.avanawestside.com/,"1040 Huff Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=11022869243570492241,(404) 367-9378,Fulton,ChIJUdzH78ME9YgRUROZ5CwZ-Zg,30377
Center Street Apartments,33.7798112,-84.4017542,,"939 Hemphill Ave NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=15975075237108653711,(404) 894-2470,Fulton,ChIJc7zVnowE9YgRjx4A4Enest0,30377
Steelworks Atlanta,33.788214,-84.4008913,http://www.steelworksatlanta.com/,"1220 Mecaslin St NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=15858545382559542203,(404) 347-3007,Fulton,ChIJt_Wv5_YE9YgRu2vf1QDfFNw,30377
Apex West Midtown Apartments,33.789738,-84.4253857,http://venterraliving.com/apexwestmidtown/rent_pricing_availability?id=GA4XGGM,"1133 Huff Rd NW, Atlanta, GA 30318, USA",https://maps.google.com/?cid=1924755271167277802,(678) 686-9595,Fulton,ChIJbQ6gNMQE9YgR6np8qbgatho,30377
Seventeen West,33.7915354,-84.4005721,http://17westapts.com/,"391 17th St, Atlanta, GA 30363, USA",https://maps.google.com/?cid=7943330483018584932,(404) 877-0000,Fulton,ChIJBXi2F_cE9YgRZNPaHf1gPG4,30377
Wesley Townsend Apartments,33.8136609,-84.3943458,http://www.wesleytownsend.com/,"200 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11238894613604940430,(678) 359-4463,Fulton,ChIJKzR9b6gF9YgRjjr51xqT-Js,30377
The Flats,33.7884583,-84.4033379,http://www.theflatsatlanticstation.com/,"450 16th St NW, Atlanta, GA 30363, USA",https://maps.google.com/?cid=17984289911597818072,(404) 436-2549,Fulton,ChIJO8BDbfEE9YgR2OBtxmMIlfk,30377
Sandtown Vista,33.719368,-84.569557,http://www.sandtown-vista.com/,"1475 Sand Bay Dr SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=14530876173376112378,(404) 346-1054,Fulton,ChIJDRQp4asf9YgR-kZFTeQKqMk,30378
Riverside Apartment Townhomes,33.77183,-84.5622215,http://www.jamcoproperties.com/property/38/Riverside-Apartment-Townhomes-,"214 Twin Hill Rd, Austell, GA 30168, USA",https://maps.google.com/?cid=1221953986915224690,(770) 944-2513,Fulton,ChIJbd9rjykZ9YgRckz0Sa1A9RA,30378
Ashford at Springlake,33.724667,-84.570546,http://rjamesproperties.com/properties/ashford/,"6200 Bakers Ferry Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=4566491230227792204,(404) 629-1708,Fulton,ChIJ90XG4wYf9YgRTAGqX5RvXz8,30378
Country Squire Atlanta Apartments,33.73674,-84.5330427,http://www.countrysquirega.com/,"4375 Cascade Rd, Atlanta, GA 30331, USA",https://maps.google.com/?cid=6681814348550366082,(404) 699-1018,Fulton,ChIJSQAZ_Zoe9YgRguNzjL-Sulw,30378
West Chase Apartments,33.7703819,-84.5577326,http://www.westplacewestparc.com/,"7200 Harbor Way SW, Austell, GA 30168, USA",https://maps.google.com/?cid=9041187648176987556,(770) 944-9520,Fulton,ChIJKeQEFSwZ9YgRpB09hUPAeH0,30378
Sussex Square Apartments,33.7350262,-84.5303272,http://sussexsquare.webs.com/,"4341 Cascade Rd, Atlanta, GA 30331, USA",https://maps.google.com/?cid=12948297817083304759,(404) 699-0326,Fulton,ChIJ-dWrBJse9YgRN1s3-UKYsbM,30378
Kingsley Village,33.7772824,-84.559042,,"595 Six Flags Dr, Austell, GA 30168, USA",https://maps.google.com/?cid=9904451575416901669,(770) 819-2626,Fulton,ChIJrWsmACYZ9YgRJVDIVzuuc4k,30378
Avonlea Tributary,33.7318505,-84.605926,http://www.avonleatributary.com/,"2580 Summer Lake Rd, Lithia Springs, GA 30122, USA",https://maps.google.com/?cid=3088965451991222426,(770) 819-0500,Fulton,ChIJc9Xqwdch9YgRmghkabY13io,30378
Ashley Cascade,33.7184412,-84.5233904,http://www.ashleycascade.com,"1371 Kimberly Way SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=15872011233816495880,(866) 791-2924,Fulton,ChIJkTEAv38e9YgRCEekph-2RNw,30378
Windwood Apartment,33.7848799,-84.5653543,http://www.windwoodapts.com/photos/,"6970 Shenandoah Trail, Austell, GA 30168, USA",https://maps.google.com/?cid=10369925026399643508,(770) 944-6717,Fulton,ChIJxUfvF98Y9YgRdOf7id5f6Y8,30378
Orchard Lane Apartments,33.7850194,-84.5463063,http://www.orchardlaneapartments.com/,"6862 Mableton Pkwy SE, Mableton, GA 30126, USA",https://maps.google.com/?cid=15881139348288422189,(770) 941-9971,Fulton,ChIJGbPbVz4Z9YgRLcE1axgkZdw,30378
Upland Townhomes,33.78508,-84.547737,http://www.uplandtownhomes.com/,"6850 Mableton Pkwy SE, Mableton, GA 30126, USA",https://maps.google.com/?cid=16406047315232258936,(770) 941-0088,Fulton,ChIJQWoFiD4Z9YgReHurOBz9reM,30378
Sweetwater Creek Apartments,33.7672922,-84.6127334,http://www.centurysweetwatercreek.com/,"1100 Preston Landing Cir, Lithia Springs, GA 30122, USA",https://maps.google.com/?cid=13608454030516930320,(770) 941-4558,Fulton,ChIJHbEguAMi9YgREMcxD9fw2rw,30378
Preserve At Cascade,33.7331912,-84.5103309,http://www.preservecascade.com/,"751 Fairburn Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=11775628064083311035,(404) 696-0776,Fulton,ChIJm8SR6Doc9YgRu3nOllVva6M,30378
West Chase Apartments,33.7776685,-84.559087,http://www.westplacewestparc.com/,"7200 6 Flags Dr, Austell, GA 30168, USA",https://maps.google.com/?cid=14946388938938361772,(770) 944-9520,Fulton,ChIJwVBti9cY9YgRrKc_9Iw9bM8,30378
Cascade Oaks,33.7232447,-84.5112532,http://www.cascadeoaksapts.com/,"3820 Old Cascade Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=4416410884117292632,(404) 476-4648,Fulton,ChIJrWrn7S0c9YgRWOb6yUw-Sj0,30378
Sierra Forest,33.790501,-84.5566111,,"6660 Mableton Pkwy SE, Mableton, GA 30126, USA",https://maps.google.com/?cid=2405488126574648595,(770) 745-6511,Fulton,ChIJv138xBgZ9YgRE93mz7QCYiE,30378
Martin House Apartments,33.7638399,-84.5103241,,"3724 M.L.K. Jr Dr NW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=6083698684938563347,(404) 696-0757,Fulton,ChIJW816vAkc9YgREy9GnLijbVQ,30378
Westwood Glen Apartments,33.7205263,-84.5097117,http://www.westwoodglen.com/,"1225 Fairburn Rd SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=11030503966687631345,(404) 344-5110,Fulton,ChIJRcSawDIc9YgR8Rf0Y-o4FJk,30378
Walton Reserve,33.7810923,-84.6039774,http://www.waltoncommunities.com/austell-apartments/walton-reserve,"7075 Walton Reserve Ln, Austell, GA 30168, USA",https://maps.google.com/?cid=9184612333067301749,(678) 608-3813,Fulton,ChIJ80RkmacY9YgRdfMlOEFMdn8,30378
Colonial Homes Apartments,33.815173,-84.39656,http://colonialhomesatlanta.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=540179703910819448,(404) 355-0580,Fulton,ChIJ4eCNIKgF9YgReOZ6JpQafwc,30380
Wesley Townsend Apartments,33.8136609,-84.3943458,http://www.wesleytownsend.com/,"200 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11238894613604940430,(678) 359-4463,Fulton,ChIJKzR9b6gF9YgRjjr51xqT-Js,30380
CoHo,33.8152131,-84.3972627,http://www.cohoatl.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11728503318743094972,(855) 269-9069,Fulton,ChIJWfvt5QcF9YgRvBaszKADxKI,30380
The Jane Atlanta,33.8133327,-84.3950883,http://www.thejaneatlanta.com/,"214 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=17325145995230280959,(888) 218-0798,Fulton,ChIJO9W-D6gF9YgR_3x7d31Ib_A,30380
The Monroe,33.813823,-84.395875,http://www.themonroeatlanta.com/,"222 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15341591521696264969,(404) 228-2947,Fulton,ChIJ--OyBKgF9YgRCbPZqzRI6NQ,30380
Wesley Townsend Apartments,33.8136609,-84.3943458,http://www.wesleytownsend.com/,"200 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11238894613604940430,(678) 359-4463,Fulton,ChIJKzR9b6gF9YgRjjr51xqT-Js,30384
Colonial Homes Apartments,33.815173,-84.39656,http://colonialhomesatlanta.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=540179703910819448,(404) 355-0580,Fulton,ChIJ4eCNIKgF9YgReOZ6JpQafwc,30384
The Jane Atlanta,33.8133327,-84.3950883,http://www.thejaneatlanta.com/,"214 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=17325145995230280959,(888) 218-0798,Fulton,ChIJO9W-D6gF9YgR_3x7d31Ib_A,30384
CoHo,33.8152131,-84.3972627,http://www.cohoatl.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11728503318743094972,(855) 269-9069,Fulton,ChIJWfvt5QcF9YgRvBaszKADxKI,30384
The Monroe,33.813823,-84.395875,http://www.themonroeatlanta.com/,"222 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15341591521696264969,(404) 228-2947,Fulton,ChIJ--OyBKgF9YgRCbPZqzRI6NQ,30384
Colonial Homes Apartments,33.815173,-84.39656,http://colonialhomesatlanta.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=540179703910819448,(404) 355-0580,Fulton,ChIJ4eCNIKgF9YgReOZ6JpQafwc,30385
Wesley Townsend Apartments,33.8136609,-84.3943458,http://www.wesleytownsend.com/,"200 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11238894613604940430,(678) 359-4463,Fulton,ChIJKzR9b6gF9YgRjjr51xqT-Js,30385
CoHo,33.8152131,-84.3972627,http://www.cohoatl.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11728503318743094972,(855) 269-9069,Fulton,ChIJWfvt5QcF9YgRvBaszKADxKI,30385
The Jane Atlanta,33.8133327,-84.3950883,http://www.thejaneatlanta.com/,"214 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=17325145995230280959,(888) 218-0798,Fulton,ChIJO9W-D6gF9YgR_3x7d31Ib_A,30385
The Monroe,33.813823,-84.395875,http://www.themonroeatlanta.com/,"222 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15341591521696264969,(404) 228-2947,Fulton,ChIJ--OyBKgF9YgRCbPZqzRI6NQ,30385
Bell Hartsfield,33.654695,-84.410599,http://www.bellapartmentliving.com/GA/Atlanta/Bell-Hartsfield/,"3640 S Fulton Ave, Atlanta, GA 30354, USA",https://maps.google.com/?cid=15605936835170116574,(404) 209-8770,Fulton,ChIJh_Eywm799IgR3qN_J95sk9g,30388
Delta Victory Lake Apartments,33.6388739,-84.3737393,http://deltavictorylakeapts.com/,"4241 Hendrix Dr, Forest Park, GA 30297, USA",https://maps.google.com/?cid=633137555608250409,(404) 361-6074,Fulton,ChIJvaTmIcf99IgRKSj9l0BbyQg,30388
Avalon Ridge Apartments- Atlanta,33.6718095,-84.3875545,http://www.avalonridgeapts.com/,"183 Mt Zion Rd SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=4330385830351704234,(404) 343-7200,Fulton,ChIJjZXMsnkC9YgRqpB_JvieGDw,30388
Franklin Village,33.663353,-84.405552,,"3244 N Fulton Ave, Hapeville, GA 30354, USA",https://maps.google.com/?cid=7271267724068932007,(404) 768-4462,Fulton,ChIJD1GxQXv99IgRp0nkX3i76GQ,30388
Avalon Ridge,33.6721045,-84.3876081,http://www.avalonridgeapts.com/,"183 Mt Zion Rd SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=16067559097827332403,(404) 343-7200,Fulton,ChIJy5XMsnkC9YgRMxGYsd5v-94,30388
Terraces at Highbury Court,33.6715951,-84.389389,http://www.terracesathighburycourt.com/,"50 Mount Zion Rd SW, Atlanta, GA 30354, USA",https://maps.google.com/?cid=2882457920283438447,(404) 366-7177,Fulton,ChIJy5XMsnkC9YgRb22B4jSMACg,30388
Parkside Crossing,33.638738,-84.362448,http://www.parksidecrossing.com/,"4233 Jonesboro Rd, Forest Park, GA 30297, USA",https://maps.google.com/?cid=12711787496521036838,(404) 366-1182,Fulton,ChIJJe6GDNv99IgRJnRjzmBXabA,30388
Main Street Apartments,33.6260612,-84.3804167,,"260 Main St, Forest Park, GA 30297, USA",https://maps.google.com/?cid=3374538112262259849,,Fulton,ChIJQXUTnrT99IgRicRotojE1C4,30388
Villas Apartments,33.676668,-84.405457,,"2905 3rd Ave SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=9983951248612386857,(404) 761-9122,Fulton,ChIJi7X1vYQC9YgRKehbbMMejoo,30388
Summerdale Commons,33.6796263,-84.3947564,,"2745 Old Hapeville Rd SW, Atlanta, GA 30354, USA",https://maps.google.com/?cid=10058787522295620749,(404) 767-6002,Fulton,ChIJL1xbVHwC9YgRjeSPMfX9l4s,30388
Forest Park Manor Apartments,33.6200293,-84.3734531,http://www.forestparkmanorapts.com/,"507 Georgia Ave, Forest Park, GA 30297, USA",https://maps.google.com/?cid=7588611318081114996,(404) 361-0100,Fulton,ChIJ5atouDX89IgRdNO7oMkpUGk,30388
Pavilion Place,33.6797991,-84.4061189,,"532 Cleveland Ave SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=1436380222604289901,(404) 767-1556,Fulton,ChIJYVCfW4UC9YgRbae5wjMM7xM,30388
New Village,33.675612,-84.417047,,"2905 Springdale Rd SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=7193879420401314537,(404) 228-2583,Fulton,ChIJiz4TV58C9YgR6WoD0jfL1WM,30388
Foxhall Apartments,33.6220542,-84.3690918,,"Forest Park, GA 30297, USA",https://maps.google.com/?cid=1439415769023722014,(404) 361-8221,Fulton,ChIJp1HBbjP89IgRHjLB_APV-RM,30388
Vineyards Browns Mill,33.6795667,-84.3695214,,"2738 Vineyards Dr SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=7804297601688033036,(404) 362-0020,Fulton,ChIJy5R9LRsB9YgRDFcM3lFvTmw,30388
Montega Apartments,33.6161171,-84.3819095,http://www.nelkinrealestate.com/montega.php,"5074 Old Dixie Hwy, Forest Park, GA 30297, USA",https://maps.google.com/?cid=17633809811534259646,(404) 366-1200,Fulton,ChIJ25N8Hk_89IgRviVMfZjgt_Q,30388
Colonial Square,33.6833195,-84.396162,,"2637 Old Hapeville Rd SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=13053605230788457162,(404) 767-1894,Fulton,ChIJiadlgWIC9YgRyrJT48u4J7U,30388
Heritage Greene,33.676565,-84.4167498,,"2891 Springdale Rd SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=11108424392038601259,(404) 768-1158,Fulton,ChIJC6d5rpgC9YgRK9K-LSENKZo,30388
Chez Moi Apartments,33.6843726,-84.4015469,,"2585 Beeler Dr SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=5789374729300622389,(678) 705-7850,Fulton,ChIJscTW044C9YgRNTyWk6T9V1A,30388
InTown Suites Extended Stay Living,33.6200597,-84.3777841,http://www.intownsuites.com/locations/atlanta-south-zfp/,"363 Forest Pkwy, Forest Park, GA 30297, USA",https://maps.google.com/?cid=851707568347760454,(404) 363-2325,Fulton,ChIJiSBANUr89IgRRkfhV4Xf0Qs,30388
City Plaza Apartments,33.7488202,-84.3918064,http://www.cityplazajmg.com/,"133 Trinity Ave SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=2772610268780125320,(678) 608-4352,Fulton,ChIJjaxHa4MD9YgRiFw9e1lKeiY,30392
Ashley Auburn Pointe,33.7510383,-84.3779123,http://www.ashleyauburnpointe.com/,"357 Auburn Pointe Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5035262223474588568,(844) 300-8115,Fulton,ChIJdeOFBnbC9YgRmHsldVDY4EU,30392
Capitol Gateway,33.7453517,-84.384106,http://www.liveatcapitolgateway.com/,"89 Woodward Ave SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5770358916812826762,(855) 750-6984,Fulton,ChIJF9DnQ5AD9YgRiugit9xuFFA,30392
Muse's Lofts,33.7552377,-84.3892813,http://www.livethemuses.com/,"50 Peachtree St NW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=9473327575808978774,(404) 523-7344,Fulton,ChIJGysJ5IYD9YgRVq8BBT0FeIM,30392
Pencil Factory Flats & Shops,33.749726,-84.37801,http://www.pencilatl.com/,"349 Decatur St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=7320686357220367322,(844) 723-4404,Fulton,ChIJBfK5TIwD9YgR2hsrinRNmGU,30392
