"school_id","school_name","school_type","gradeRange","city","address","phone","fax","website","latitude","longitude","overview_url","ratings_url","reviews_url"
"6544","Atlanta Preparatory Academy","charter","K-8","Atlanta","569 Martin Luther King Jr Dr, Atlanta, GA  30314","(404) 492-5362","","","33.75552","-84.40598","http://www.greatschools.org/georgia/atlanta/6544-Atlanta-Preparatory-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6544&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6544&s_cid=gsapi"
"2325","Atlanta Speech School","private","PK-6","Atlanta","3160 Northside Parkway, Atlanta, GA  30327","(404) 233-5332","","www.atlantaspeechschool.org","33.841343","-84.42216","http://www.greatschools.org/georgia/atlanta/2325-Atlanta-Speech-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2325&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2325&s_cid=gsapi"
"8333","Atlanta Technical College Early Education Center","private","K","Atlanta","1560 Metropolitan Parkway Southwest, Atlanta, GA  30310","(404) 225-4618","","","33.71178","-84.4077","http://www.greatschools.org/georgia/atlanta/8333-Atlanta-Technical-College-Early-Education-Center/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8333&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8333&s_cid=gsapi"
"2353","Atlanta Youth Academy","private","PK-8","Atlanta","2120 Forrest Park Road Southeast, Atlanta, GA  30315","(404) 370-1960","","","33.696247","-84.36011","http://www.greatschools.org/georgia/atlanta/2353-Atlanta-Youth-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2353&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2353&s_cid=gsapi"
"30","Bazoline E. Usher/Collier Heights Elmentary School","public","PK-5","Atlanta","631 Harwell Rd Nw, Atlanta, GA  30318","(404) 802-5700","(404) 699-4569","http://www.apskids.org/usher/B.%20E.%20USHER%20ELEMENTARY%20SCHOOL.html","33.77233","-84.4935","http://www.greatschools.org/georgia/atlanta/30-Bazoline-E.-Usher-Collier-Heights-Elmentary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=30&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=30&s_cid=gsapi"
"94","Beecher Hills Elementary School","public","PK-5","Atlanta","2257 Bolling Brook Dr SW, Atlanta, GA  30311","(404) 802-8300","(404) 752-0828","http://www.apskids.org/beecherhills/","33.73572","-84.463264","http://www.greatschools.org/georgia/atlanta/94-Beecher-Hills-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=94&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=94&s_cid=gsapi"
"2157","Ben Franklin Academy","private","9-12","Atlanta","1585 Clifton Rd NE, Atlanta, GA  30329","(404) 633-7404","","www.benfranklinacademy.org","33.799458","-84.323875","http://www.greatschools.org/georgia/atlanta/2157-Ben-Franklin-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2157&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2157&s_cid=gsapi"
"66","Benteen Elementary School","public","PK-5","Atlanta","200 Cassanova St Se, Atlanta, GA  30315","(404) 802-7300","(404) 624-2013","http://www.atlanta.k12.ga.us/content/benteen.aspx","33.716476","-84.364746","http://www.greatschools.org/georgia/atlanta/66-Benteen-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=66&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=66&s_cid=gsapi"
"3999","Berean Christian Jr Academy","private","K-8","Atlanta","401 Hamilton E Holmes Drive Northwest, Atlanta, GA  30318","(404) 799-0337","","","33.765514","-84.469055","http://www.greatschools.org/georgia/atlanta/3999-Berean-Christian-Jr-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3999&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3999&s_cid=gsapi"
"115","Bethune Elementary School","public","PK-5","Atlanta","220 Northside Dr Nw, Atlanta, GA  30314","(404) 802-8200","(440) 330-4103","http://www.apskids.org/bethune/","33.76059","-84.40333","http://www.greatschools.org/georgia/atlanta/115-Bethune-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=115&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=115&s_cid=gsapi"
"6602","Black Star Educational Institute","private","K-12","Atlanta","2295 Benjamin E Mays Dr SW, Atlanta, GA  30311","(404) 963-1713","(404) 963-7525","http://www.theblackstar.org/index.html","33.723316","-84.463585","http://www.greatschools.org/georgia/atlanta/6602-Black-Star-Educational-Institute/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6602&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6602&s_cid=gsapi"
"3022","Bolton Academy","public","PK-5","Atlanta","2268 Adams Dr NW, Atlanta, GA  30318","(404) 802-8350","(404) 350-2853","http://www.boltonacademy.org/","33.817245","-84.4548","http://www.greatschools.org/georgia/atlanta/3022-Bolton-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3022&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3022&s_cid=gsapi"
"6490","Booker T. Washington - Early College Small School","public","9-12","Atlanta","45 Whitehouse Dr SW, Atlanta, GA  30314","(404) 802-4600","","","33.75348","-84.41989","http://www.greatschools.org/georgia/atlanta/6490-Booker-T.-Washington---Early-College-Small-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6490&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6490&s_cid=gsapi"
"6489","Booker T. Washington High School - Banking- Financ","public","9-12","Atlanta","45 Whitehouse Dr Sw, Atlanta, GA  30314","(404) 802-4600","","","33.75358","-84.42179","http://www.greatschools.org/georgia/atlanta/6489-Booker-T.-Washington-High-School---Banking--Financ/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6489&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6489&s_cid=gsapi"
"6491","Booker T. Washington High School - Health, Sciences and Nutrition Small School","public","9-12","Atlanta","45 Whitehouse Dr Sw, Atlanta, GA  30314","(404) 802-4600","","","33.75358","-84.42179","http://www.greatschools.org/georgia/atlanta/6491-Booker-T.-Washington-High-School---Health,-Sciences-And-Nutrition-Small-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6491&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6491&s_cid=gsapi"
"32","Boyd Elementary School","public","PK-5","Atlanta","1891 Johnson Rd Nw, Atlanta, GA  30318","(404) 802-8150","(404) 792-5763","http://www.apskids.org/boyd/","33.78596","-84.44921","http://www.greatschools.org/georgia/atlanta/32-Boyd-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=32&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=32&s_cid=gsapi"
"6883","Braddy Preparatory Academy","private","3-12","Atlanta","542 Moreland Avenue Southeast, Atlanta, GA  30316","(404) 622-0506","","","33.739666","-84.348495","http://www.greatschools.org/georgia/atlanta/6883-Braddy-Preparatory-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6883&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6883&s_cid=gsapi"
"101","Brandon Elementary School","public","K-5","Atlanta","2741 Howell Mill Rd NW, Atlanta, GA  30327","(404) 802-7250","(404) 350-2826","http://morrisbrandon.com/index.php","33.83009","-84.41564","http://www.greatschools.org/georgia/atlanta/101-Brandon-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=101&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=101&s_cid=gsapi"
"2322","Brandon Hall School","private","6-12","Atlanta","1701 Brandon Hall Dr, Atlanta, GA  30350","(770) 394-8177","(678) 868-1444","www.brandonhall.org","33.983566","-84.30071","http://www.greatschools.org/georgia/atlanta/2322-Brandon-Hall-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2322&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2322&s_cid=gsapi"
"760","Briar Vista Elementary School","public","PK-5","Atlanta","1131 Briar Vista Ter NE, Atlanta, GA  30324","(678) 874-5902","(678) 874-5910","http://www.briarvistaes.dekalb.k12.ga.us","33.810112","-84.33814","http://www.greatschools.org/georgia/atlanta/760-Briar-Vista-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=760&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=760&s_cid=gsapi"
"2394","Brown Middle School","public","6-8","Atlanta","765 Peeples St SW, Atlanta, GA  30310","(404) 802-6800","(404) 752-0041","http://www.apskids.org/brown/","33.733974","-84.420845","http://www.greatschools.org/georgia/atlanta/2394-Brown-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2394&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2394&s_cid=gsapi"
"116","Bunche Middle School","public","6-8","Atlanta","1925 Niskey Lake Rd SW, Atlanta, GA  30331","(404) 802-6700","(404) 346-2537","","33.699142","-84.531","http://www.greatschools.org/georgia/atlanta/116-Bunche-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=116&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=116&s_cid=gsapi"
"3621","Burgess-Peterson Elementary School","public","PK-5","Atlanta","480 Clifton St SE, Atlanta, GA  30316","(404) 802-3400","(404) 371-4853","www.burgesspeterson.com","33.740574","-84.33158","http://www.greatschools.org/georgia/atlanta/3621-Burgess-Peterson-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3621&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3621&s_cid=gsapi"
"1019","Camp Creek Middle School","public","6-8","Atlanta","4345 Welcome All Rd Sw, Atlanta, GA  30349","(404) 669-8030","(404) 669-8228","","33.63863","-84.5286","http://www.greatschools.org/georgia/atlanta/1019-Camp-Creek-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1019&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1019&s_cid=gsapi"
"3115","Campbell School","public","n/a","Atlanta","21 Thirkield Ave Sw, Atlanta, GA  30315","(404) 802-7533","","","33.714993","-84.38852","http://www.greatschools.org/georgia/atlanta/3115-Campbell-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3115&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3115&s_cid=gsapi"
"78","Cascade Elementary School","public","PK-5","Atlanta","2326 Venetian Dr SW, Atlanta, GA  30311","(404) 802-8100","(404) 752-0798","http://www.apskids.org/cascade/","33.717175","-84.465454","http://www.greatschools.org/georgia/atlanta/78-Cascade-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=78&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=78&s_cid=gsapi"
"125","Centennial Academy","public","PK-8","Atlanta","531 Luckie St Nw, Atlanta, GA  30313","(404) 802-8550","(404) 853-4089","www.centennial.academy","33.769775","-84.39511","http://www.greatschools.org/georgia/atlanta/125-Centennial-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=125&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=125&s_cid=gsapi"
"2465","Charles R. Drew Charter School","charter","PK-8","Atlanta","301 East Lake Blvd Se, Atlanta, GA  30317","(404) 687-0001","(404) 687-0480","http://www.drewcharterschool.org/","33.744953","-84.3147","http://www.greatschools.org/georgia/atlanta/2465-Charles-R.-Drew-Charter-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2465&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2465&s_cid=gsapi"
"1854","Christ the King School","private","K-8","Atlanta","46 Peachtree Way, Atlanta, GA  30305","(404) 233-0383","","www.christking.org","33.827667","-84.385925","http://www.greatschools.org/georgia/atlanta/1854-Christ-The-King-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=1854&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=1854&s_cid=gsapi"
"2970","Clara Mohammed Elementary/W. D","private","PK-12","Atlanta","735 Fayetteville Road SE, Atlanta, GA  30316","(404) 378-4219","","","33.7361","-84.3139","http://www.greatschools.org/georgia/atlanta/2970-Clara-Mohammed-Elementary-W.-D/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2970&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2970&s_cid=gsapi"
"77","Cleveland Elementary School","public","PK-5","Atlanta","2672 Old Hapeville Rd., SW, Atlanta, GA  30315","(404) 802-8400","(404) 669-2725","http://www.atlanta.k12.ga.us/Domain/983","33.682022","-84.39411","http://www.greatschools.org/georgia/atlanta/77-Cleveland-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=77&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=77&s_cid=gsapi"
"3518","Cliff Valley School","private","PK-8","Atlanta","2426 Clairmont Rd., Atlanta, GA  30329","(678) 302-1302","(678) 302-1300","http://www.cliffvalley.org/","33.8266","-84.3077","http://www.greatschools.org/georgia/atlanta/3518-Cliff-Valley-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3518&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3518&s_cid=gsapi"
"744","Clifton Elementary School","public","PK-5","Atlanta","3132 Clifton Church Rd Se, Atlanta, GA  30316","(678) 874-4402","(678) 874-4410","","33.69634","-84.30174","http://www.greatschools.org/georgia/atlanta/744-Clifton-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=744&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=744&s_cid=gsapi"
"72","Coan Middle School","public","6-8","Atlanta","1550 Hosea L Williams Dr Ne, Atlanta, GA  30317","(404) 802-6600","(404) 371-7135","http://www.apskids.org/coan/","33.75446","-84.33635","http://www.greatschools.org/georgia/atlanta/72-Coan-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=72&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=72&s_cid=gsapi"
"114","Connally Elementary School","public","PK-5","Atlanta","1654 S Alvarado Ter SW, Atlanta, GA  30311","(404) 802-8450","(404) 752-0807","http://www.apskids.org/connally/","33.7309","-84.440704","http://www.greatschools.org/georgia/atlanta/114-Connally-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=114&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=114&s_cid=gsapi"
"91","Continental Colony Elementary School","public","PK-5","Atlanta","3181 Hogan Rd Sw, Atlanta, GA  30331","(404) 802-8000","(404) 346-2354","http://www.apskids.org/continentalcolony/","33.6788","-84.49219","http://www.greatschools.org/georgia/atlanta/91-Continental-Colony-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=91&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=91&s_cid=gsapi"
"6488","Coretta Scott King Young Women's Academy High School","public","9-11","Atlanta","1190 Northwest Dr Nw, Atlanta, GA  30318","(404) 802-4900","","","33.78991","-84.48105","http://www.greatschools.org/georgia/atlanta/6488-Coretta-Scott-King-Young-Women's-Academy-High-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6488&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6488&s_cid=gsapi"
"6465","Coretta Scott King Young Women's Academy Middle School","public","6-8","Atlanta","1190 Northwest Dr NW, Atlanta, GA  30318","(404) 802-4962","(404) 802-4994","www.CSKexperience.org","33.790817","-84.479996","http://www.greatschools.org/georgia/atlanta/6465-Coretta-Scott-King-Young-Women's-Academy-Middle-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6465&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6465&s_cid=gsapi"
"8340","Cornerstone Community Services Learning Academy","private","n/a","Atlanta","777 Cleveland Avenue Southwest, Atlanta, GA  30344","(404) 767-0222","","","33.681713","-84.41486","http://www.greatschools.org/georgia/atlanta/8340-Cornerstone-Community-Services-Learning-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8340&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8340&s_cid=gsapi"
"96","Crim High School","public","9-12","Atlanta","256 Clifton St Se, Atlanta, GA  30317","(404) 802-5800","(404) 371-4889","http://www.geocities.com/crimopencampus/","33.74536","-84.33091","http://www.greatschools.org/georgia/atlanta/96-Crim-High-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=96&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=96&s_cid=gsapi"
"757","Cross Keys High School","public","9-12","Atlanta","1626 N Druid Hills Rd NE, Atlanta, GA  30319","(678) 874-6102","(678) 874-6110","","33.843445","-84.33754","http://www.greatschools.org/georgia/atlanta/757-Cross-Keys-High-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=757&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=757&s_cid=gsapi"
"6884","Cumberland Academy Of Georgia","private","4-12","Atlanta","650 Mt Vernon Highway NE, Atlanta, GA  30328","(404) 835-9000","","","33.928623","-84.36476","http://www.greatschools.org/georgia/atlanta/6884-Cumberland-Academy-Of-Georgia/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6884&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6884&s_cid=gsapi"
"6321","Cumberland Academy of Georgia","private","4-12","Atlanta","650 Mount Vernon Hwy NE, Atlanta, GA  30328","(404) 835-9000","(404) 835-9001","http://www.cumberlandacademy.org","33.928623","-84.36476","http://www.greatschools.org/georgia/atlanta/6321-Cumberland-Academy-Of-Georgia/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=6321&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=6321&s_cid=gsapi"
"69","D. H. Stanton Elementary School","public","PK-5","Atlanta","970 Martin St Se, Atlanta, GA  30315","(404) 802-4200","(404) 624-2166","http://www.apskids.org/dhstanton/","33.72784","-84.38234","http://www.greatschools.org/georgia/atlanta/69-D.-H.-Stanton-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=69&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=69&s_cid=gsapi"
"2136","Dar Un-Noor School","private","PK-8","Atlanta","434 14th St N W, Atlanta, GA  30318","(404) 876-5051","","","33.7862","-84.4015","http://www.greatschools.org/georgia/atlanta/2136-Dar-Un-Noor-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2136&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2136&s_cid=gsapi"
"3633","Deerwood Academy School","public","PK-5","Atlanta","3070 Fairburn Rd Sw, Atlanta, GA  30331","(404) 802-3300","(404) 349-6736","","33.67115","-84.51312","http://www.greatschools.org/georgia/atlanta/3633-Deerwood-Academy-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3633&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3633&s_cid=gsapi"
"715","Dekalb Elementary School Of The Arts","public","K-7","Atlanta","797 Fayetteville Rd Se, Atlanta, GA  30316","(678) 874-1302","(678) 874-1302","http://www.dekalb.k12.ga.us/hooperalexander","33.73471","-84.31775","http://www.greatschools.org/georgia/atlanta/715-Dekalb-Elementary-School-Of-The-Arts/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=715&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=715&s_cid=gsapi"
"3634","Dekalb Path Academy Charter School","charter","5-8","Atlanta","3007 Hermance Dr Ne, Atlanta, GA  30319","(404) 846-3242","(404) 846-3243","","33.87614","-84.33772","http://www.greatschools.org/georgia/atlanta/3634-Dekalb-Path-Academy-Charter-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3634&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3634&s_cid=gsapi"
"8342","Destiny Academy","private","PK-2","Atlanta","1775 Water Place SE, Atlanta, GA  30339","(770) 509-9010","","www.OurDestinyAcademy.org","33.906994","-84.48375","http://www.greatschools.org/georgia/atlanta/8342-Destiny-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=8342&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=8342&s_cid=gsapi"
"3953","Discovery Montessori Academy","private","PK-1","Atlanta","1453 East Cleveland Avenue, Atlanta, GA  30344","(404) 767-5005","(404) 767-5999","http://discoverymontessoriacademy.com","33.679825","-84.43657","http://www.greatschools.org/georgia/atlanta/3953-Discovery-Montessori-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3953&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3953&s_cid=gsapi"
"90","Dobbs Elementary School","public","PK-5","Atlanta","2025 Jonesboro Rd Se, Atlanta, GA  30315","(404) 802-8050","(404) 624-2024","http://www.apskids.org/dobbs/","33.69798","-84.372444","http://www.greatschools.org/georgia/atlanta/90-Dobbs-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=90&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=90&s_cid=gsapi"
"75","Douglass High School","public","9-12","Atlanta","225 Hamilton East Holmes Dr Nw, Atlanta, GA  30318","(404) 802-3100","(404) 792-5736","","33.761345","-84.467674","http://www.greatschools.org/georgia/atlanta/75-Douglass-High-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=75&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=75&s_cid=gsapi"
"720","Druid Hills High School","public","9-12","Atlanta","1798 Haygood Drive, Atlanta, GA  30307","(678) 874-6302","(678) 874-6310","http://www.dekalb.k12.ga.us/druidhills","33.793686","-84.315994","http://www.greatschools.org/georgia/atlanta/720-Druid-Hills-High-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=720&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=720&s_cid=gsapi"
"52","Dunbar Elementary School","public","PK-5","Atlanta","403 Richardson St Sw, Atlanta, GA  30312","(404) 802-7950","(404) 525-2778","http://www.apskids.org/dunbar/","33.741234","-84.40119","http://www.greatschools.org/georgia/atlanta/52-Dunbar-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=52&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=52&s_cid=gsapi"
"2502","Dunwoody Springs Elementary School","public","PK-5","Atlanta","8100 Roberts Dr, Atlanta, GA  30350","(770) 673-4060","(770) 673-4064","http://www.dunwoodysprings.us","33.97606","-84.34298","http://www.greatschools.org/georgia/atlanta/2502-Dunwoody-Springs-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2502&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2502&s_cid=gsapi"
"3640","Early College High School At Carver","public","9-12","Atlanta","55 Mcdonough Blvd Se, Atlanta, GA  30315","(404) 802-4405","","","33.719055","-84.38883","http://www.greatschools.org/georgia/atlanta/3640-Early-College-High-School-At-Carver/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3640&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3640&s_cid=gsapi"
"113","East Lake Elementary School","public","PK-5","Atlanta","145 4th St Ne, Atlanta, GA  30308","(404) 802-7900","(404) 371-7153","http://www.apskids.org/eastlake/","33.77446","-84.38698","http://www.greatschools.org/georgia/atlanta/113-East-Lake-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=113&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=113&s_cid=gsapi"
"46","F. L. Stanton Elementary School","public","K-5","Atlanta","1625 Martin Luther King, Jr., Drive, N.W., Atlanta, GA  30314","(404) 802-7500","(404) 752-0701","http://srt4.atlantapublicschools.us/Domain/2395","33.75193","-84.44052","http://www.greatschools.org/georgia/atlanta/46-F.-L.-Stanton-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=46&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=46&s_cid=gsapi"
"89","Fain Elementary School","public","PK-5","Atlanta","101 Hemphill School Rd Nw, Atlanta, GA  30331","(404) 802-8600","(404) 699-4579","http://www.apskids.org/fain/","33.758106","-84.49997","http://www.greatschools.org/georgia/atlanta/89-Fain-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=89&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=89&s_cid=gsapi"
"719","Fernbank Elementary School","public","PK-5","Atlanta","157 Heaton Park Dr Ne, Atlanta, GA  30307","(678) 874-9302","(678) 874-9310","","33.77813","-84.31578","http://www.greatschools.org/georgia/atlanta/719-Fernbank-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=719&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=719&s_cid=gsapi"
"83","Fickett Elementary School","public","PK-5","Atlanta","3935 Rux Rd Sw, Atlanta, GA  30331","(404) 802-7850","(404) 346-2358","http://www.apskids.org/fickett/","33.697514","-84.517","http://www.greatschools.org/georgia/atlanta/83-Fickett-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=83&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=83&s_cid=gsapi"
"3641","Finch Elementary School","public","PK-5","Atlanta","1114 Avon Ave Sw, Atlanta, GA  30310","(404) 802-4000","(404) 752-5563","","33.72191","-84.42437","http://www.greatschools.org/georgia/atlanta/3641-Finch-Elementary-School/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=3641&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=3641&s_cid=gsapi"
"2036","First Steps Christian Academy","private","PK-6","Atlanta","1863 Brannen Road SE, Atlanta, GA  30316","(404) 241-7862","","","33.71884","-84.3277","http://www.greatschools.org/georgia/atlanta/2036-First-Steps-Christian-Academy/?s_cid=gsapi","http://www.greatschools.org/school/rating.page?state=GA&id=2036&s_cid=gsapi","http://www.greatschools.org/school/parentReviews.page?state=GA&id=2036&s_cid=gsapi"
